prompt,command
"Create a Bash function that takes a directory path and prints a tree of all files larger than 1 MiB, showing size in human‑readable form, and writes the tree to a log file.","big_tree(){ local dir=""$1""; echo ""Files >1MiB in $dir:""; find ""$dir"" -type f -size +1M -printf '%s %p\n' | sort -nr | while read -r size path; do hr=$(numfmt --to=iec ""$size""); echo ""${hr}\t${path}""; done | tee ""/var/log/big_tree_$(date +%Y%m%d).log""; } # Usage: big_tree /path/to/dir"
"Display all environment variables, functions, and aliases, pausing for user interaction after each page of output.",set | more
show all mounted NFS shares,showmount -e localhost
Create new crontab set for user 'test' including $job and only jobs from current crontab of 'test' user that don`t contain $command,"cat <(fgrep -i -v ""$command"" <(crontab -u test -l)) <(echo ""$job"") | crontab -u test -"
Print environment variable,"echo $HOME
/home/user"
Display the last 5 lines of the system log file.,tail -n 5 /var/log/syslog
Show the current timezone setting of the system.,"timedatectl | grep ""Time zone"""
"Create a Bash script that reads a list of usernames from users.txt, checks if each user exists on the system, and if not, creates the user with a random password, storing username and password in created_users.csv.","#!/usr/bin/env bash
while read user; do
  if ! id -u ""$user"" >/dev/null 2>&1; then
    pass=$(openssl rand -base64 12);
    useradd -m ""$user"" && echo ""$user:$pass"" | chpasswd;
    echo ""$user,$pass"" >> created_users.csv;
  fi;
done < users.txt"
"Set variable LINE to full process info of process currently taking the most CPU time, squeezing multiple consecutive spaces into one.",LINE=$(top -b -n 1 | tail -n +8 | head -n 1 | tr -s ' ')
run Go tests,go test ./...
calculate average response time from logs,awk '{sum+=$NF; n++} END {print sum/n}' YOUR_LOGFILE
Delete all .svn subdirectories under current directory,"rm -rf `find . -type d -name "".svn""`"
trigger a GitHub Actions workflow deploy.yml,gh workflow run deploy.yml
Make script.sh executable,chmod +x script.sh
"Save standard input to variable ""myVar""",myVar=$(tee)
Count how many times the word 'failure' appears in log.txt (case‑insensitive),"grep -oi ""failure"" log.txt | wc -l"
Installs 'firefox' package without using 'sublime2' repository.,yum --disablerepo=sublime2 install firefox
send keys to a tmux pane,"tmux send-keys ""command"" Enter"
Check the current system time,date
"create a symbolic link named ""/usr/bin/my-editor"" to file ""/usr/share/my-ditor/my-editor-executable""",ln -s /usr/share/my-ditor/my-editor-executable /usr/bin/my-editor
Check whether port 443 is listening on localhost using netcat.,nc -zv 127.0.0.1 443
Display inputfile all on one line (replace newlines by spaces),awk 1 ORS=' ' file
"List all environment variables (name and value) whose name either equals HOME or PATH, or starts with GO",env | grep '^\(GO\|HOME=\|PATH=\)'
"Create a hard link named ""hardlink.txt"" pointing to ""original.txt"".",ln original.txt hardlink.txt
"Print the size of the file ""bigfile.bin"" in megabytes with one decimal place","printf ""%.1f MB\n"" $(du -b bigfile.bin | cut -f1 | awk '{print $1/1024/1024}')"
"Convert the line endings of ""windows.txt"" from CRLF to LF",sed -i 's/\r$//' windows.txt
"If directory ""mydir"" exists in user's home directory, run ""mycommand"" in it, without changing the current shell's working directory, but do nothing if no such directory exists.",( cd ~/mydir && mycommand )
Find and kill a process by name,kill $(ps aux | grep '[p]ython csp_build.py' | awk '{print $2}')
"Write a Bash function that takes a directory and creates a tarball of all files modified in the last N days (default 7), preserving permissions.","tar_recent(){
  dir=${1:-.}
  days=${2:-7}
  tar -czf recent_$(date +%Y%m%d).tar.gz -C ""$dir"" \
    $(find ""$dir"" -type f -mtime -$days -printf ""%P "")
}"
show all signals available,kill -l
Create a symbolic link named latest.log that points to /var/log/app.log.,ln -s /var/log/app.log latest.log
write a bash function to check if a file filepath exists,"test -f filepath && echo ""exists"" || echo ""not found"""
Decompress 'file.gz' to standard output and execute the output in bash,gzip -d --stdout file.gz | bash
create a PDF from images,convert *.jpg output.pdf
"Save the directory of the full path to the current script in variable ""dir""",dir=$(dirname $(readlink -m $BASH_SOURCE))
generate a random password,openssl rand -base64 16
"Number every line of standard input as zero padded to 6 characters followed by ""-""",nl -s- -ba -nrz
Print the system date and time,date
"List all installed packages that contain the word ""python"" (Debian/Ubuntu).",dpkg -l | grep python
"Print the third column of a CSV file ""data.csv""","cut -d',' -f3 data.csv"
"Append the current timestamp to a log file ""run.log""",date '+%Y-%m-%d %H:%M:%S' >> run.log
check internet connectivity,ping -c 4 google.com
number all lines in a file,nl file.txt
"Overwirte file '/path/to/your/file' with zeroes and remove, showing progress while execution.",shred -v -n 0 -z -u /path/to/your/file #overwriting with zeroes and remove the file
calculate percentage,"echo ""scale=2; 75/200*100"" | bc"
find files by permission,find . -perm 644
"Pass a wildcard to scp by escaping it: copy all files with names starting with ""files"" in directory ""/location"" on host ""server"" to current directory on local machine, displaying debug info and preserving timestamps and permissions on copied files.",scp -vp me@server:/location/files\*
"Write a one‑liner that replaces all tabs with four spaces in all .py files under src/, but only if the file contains the string ""TODO"".","grep -rl $'\t' --include='*.py' src/ | xargs -I{} bash -c 'if grep -q ""TODO"" ""{}""; then expand -t4 ""{}"" > ""{}.tmp"" && mv ""{}.tmp"" ""{}""; fi'"
Find all files ending with .sh in /usr/local/bin and its subdirectories.,"find /usr/local/bin -type f -name ""*.sh"""
Recursively print all files and directories in the current directory tree including hidden files,tree -a .
generate an SSH key pair,ssh-keygen -t rsa -b 4096
Show open ports and the associated processes,sudo lsof -i -P -n
Unmount a file system,umount device
Search for the string 'TODO' in all .c files,"grep -R ""TODO"" *.c"
find the newest file in a directory,ls -t | head -1
show context lines around matches,"grep -C 3 ""error"" log.txt"
Recursively changes group ownership of everything in 'files' to 'my_group'.,chgrp -R my_group files
"Create a Bash function called json_pretty that reads a JSON string from stdin and pretty-prints it using jq, handling invalid JSON with an error message.","json_pretty(){
  if ! jq . >/dev/null 2>&1 <<<""$(cat)""; then
    echo ""Error: Invalid JSON"" >&2
    return 1
  fi
  jq .
}"
"Detect if any .conf file under /etc has duplicate keys (same key appearing more than once), and output the filename and duplicated key names.","find /etc -type f -name '*.conf' -print0 | while IFS= read -r -d '' file; do awk -F'=' 'NF{if(seen[$1]++) print FILENAME "": duplicate key "" $1}' ""$file""; done"
get a PID of a process with name 'test.sh &',jobs -l | grep 'test.sh &' | grep -v grep | awk '{print $2}'
Extract the content of a zip archive named 'archive.zip' to a directory named 'directory',unzip archive.zip -d directory/
Extract a tar.gz archive named backup.tar.gz into the current directory,tar -xzvf backup.tar.gz
Verbosely compresses all files on sixth and seventh depth level keeping original files in place.,bzip2 -kv */*/*/*/*/*/*
run a Java JAR file,java -jar YOUR_JAR
Prints logged in users in sorted order.,w | sort
Print the network configuration,ifconfig
List all running services on a systemd-based system,systemctl list-units
"Create a Bash script that reads a list of URLs from urls.txt, downloads each with curl showing a progress bar, retries up to 3 times on failure, and logs successes and failures to download.log.","#!/usr/bin/env bash
while read -r url; do
  retries=0
  until curl -O ""$url"" --progress-bar; do
    ((retries++))
    if (( retries >= 3 )); then
      echo ""FAIL $url"" >> download.log
      break
    fi
  done
  if (( retries < 3 )); then
    echo ""OK $url"" >> download.log
  fi
done < urls.txt"
count the number of words in essay.txt,wc -w essay.txt
inspect a docker network,docker network inspect mynetwork
List all Docker containers (running and stopped) with their names and statuses.,"docker ps -a --format ""{{.Names}}\t{{.Status}}"""
List the 20 most recently modified files in /var/www,find /var/www -type f -printf '%T@ %p\n' | sort -nr | head -n 20 | cut -d' ' -f2-
"Count how many times the word ""error"" appears in logfile.txt, case‑insensitive.","grep -i ""error"" logfile.txt | wc -l"
start a systemd service nginx,sudo systemctl start nginx
"Lock the user account ""alice"" to prevent login.",sudo usermod -L alice
"Show the first and last 5 lines of ""file.txt""",head -n 5 file.txt && tail -n 5 file.txt
Lists all subdirectories in the current directory,ls -d -- */                    ### more reliable GNU ls
"Use curl to download a list of URLs from a file, and save each response to a separate file with a .html extension",curl -s -o output.html $(cat urls.txt); for url in $(cat urls.txt); do curl -s -o ${url##*/}.html $url; done
start a simple HTTP server on port 8000,python3 -m http.server 8000
Create a symbolic link lib.so pointing to /usr/lib/libreal.so.,ln -s /usr/lib/libreal.so lib.so
"Save the first line of ""foo.txt"" to variable ""bar""",bar=$(cat foo.txt | { read bat;echo $bat;})
Check the HTTP status code of https://example.com,"curl -s -o /dev/null -w ""%{http_code}"" https://example.com"
"Compress the directory logs/ into a zip file named logs.zip, preserving directory structure.",zip -r logs.zip logs/
create multiple directories at once,"mkdir -p project/{src,test,docs,config}"
Show a summary of network interfaces and their IP addresses.,ip -brief addr
"Search for the regex ""+\S\+"" in file 'in.txt' and print the matches by replacing newlines with comma (',')","grep -o ""+\S\+"" in.txt | tr '\n' ','"
run a command on a remote server via SSH,"ssh YOUR_USER@YOUR_SERVER ""YOUR_COMMAND"""
Print git branch currently checked out in a working directory.,"git symbolic-ref HEAD 2>/dev/null | cut -d""/"" -f 3"
List each file or directory in the current directory prefixed with its filesize in MB and sorted from smallest to largest,du -smc * | sort -n
Display the last 5 commits in a git repository (on current branch),git log -5 --oneline
"Using awk, parse the output of ""netstat -tulnp"", extract listening TCP ports and associated process names, and output a sorted list of ports with counts of how many processes listen on each port.","netstat -tulnp | awk '/tcp/ {split($4,a,"":""); port=a[length(a)]; split($7,b,""/""); proc=b[2]; print port, proc}' | sort | uniq -c | sort -nr"
Extract the contents of an archive file named 'archive.tar',tar -xvf archive.tar
Set status code to a non-zero value if process with PID 4129 is running in a different namespace than init,"bash -c ""test -h /proc/4129/ns/pid && test '$(readlink /proc/4129/ns/pid)' != '$(readlink /proc/1/ns/pid)'"""
"Create a Bash function called `retry` that runs a given command up to 5 times with exponential back‑off (1s, 2s, 4s, 8s) until it succeeds, printing each attempt to stdout","retry(){ local cmd=""$*""; local delay=1; for i in {1..5}; do echo ""Attempt $i: $cmd""; eval $cmd && return 0; echo ""Failed, sleeping ${delay}s""; sleep $delay; delay=$((delay*2)); done; return 1; }"
Print the disk usage,df -h | awk 'NR==2{print $5}'
Display the contents of the file /proc/cpuinfo,cat /proc/cpuinfo
List all active services using systemd,systemctl list-units --type=service --state=running
Generate a UUID and store it in the variable NEW_ID.,NEW_ID=$(uuidgen)
"Extract all JSON objects from a mixed log file, pretty‑print them with jq, and save the result to a compressed archive named logs_json.tar.gz.",grep -o '{[^}]*}' /var/log/mixed.log | jq . -c | tar -czf logs_json.tar.gz -T -
show a cheat sheet for a command,curl cheat.sh/tar
display tree limited to 2 levels,tree -L 2
Show the current working directory in a shortened form (replace $HOME with ~).,"pwd | sed ""s|$HOME|~|"""
show SELinux context of files,ls -Z YOUR_DIRECTORY
find all locations of a binary,whereis YOUR_BINARY
Find files/directories under current directory and print them,find . -print0 | xargs    -0 echo
Set shell option to exit on error.,set -e
Displays line count in 'filename' every 2 seconds.,watch wc -l <filename>
Remove the first line of a file named 'example.txt',sed -i '1d' example.txt
"Write a Bash function that takes a domain name, performs a DNS lookup for A, AAAA, MX, and TXT records using dig, and prints the results in a formatted table.","#!/usr/bin/env bash
resolve_dns(){
    local domain=""$1""
    printf ""%s\t%s\n"" ""Record"" ""Value""
    for type in A AAAA MX TXT; do
        dig +short ""$domain"" $type | while read -r line; do
            printf ""%s\t%s\n"" ""$type"" ""$line""
        done
done
}
# Example: resolve_dns example.com"
