prompt,command
"Using sed, convert a CSV file with semicolon delimiters to a pipe‑delimited file, but only for rows where the third column equals ""active"".","awk -F';' '$3==""active""' input.csv | sed 's/;/|/g' > output.pipe"
"List all running systemd services that have a memory limit set, displaying the service name and its MemoryMax value in MB, sorted by limit descending.","systemctl list-units --type=service --state=running --no-legend | awk '{print $1}' | while read svc; do mem=$(systemctl show ""$svc"" -p MemoryMax --value); [ -n ""$mem"" ] && echo -e ""$svc\t$(($mem/1024/1024)) MB""; done | sort -k2,2nr"
"Create a one‑liner that watches /var/log/auth.log for failed SSH login attempts, extracts the source IP, and updates /etc/hosts.deny to block the IP if it appears more than 3 times within 10 minutes.","tail -F /var/log/auth.log | awk '/Failed password/ {print $11}' | sort | uniq -c | while read cnt ip; do if [ $cnt -gt 3 ]; then grep -qx ""$ip"" /etc/hosts.deny || echo ""ALL: $ip"" >> /etc/hosts.deny; fi; done"
"Find all files in /etc that are owned by root but not readable by group, and change their permissions to 640, logging each change to /var/log/perm_fix.log.","find /etc -type f -user root ! -perm -g+r -print0 | while IFS= read -r -d '' f; do chmod 640 ""$f"" && echo ""$(date '+%F %T') Fixed perms on $f"" >> /var/log/perm_fix.log; done"
"Using find and xargs, locate all executable files under /opt/tools that are larger than 10 MiB and compute their MD5 hashes, writing ""hash  filepath"" lines to /tmp/tool_hashes.txt.",find /opt/tools -type f -executable -size +10M -print0 | xargs -0 md5sum > /tmp/tool_hashes.txt
"Create a cron job that runs every day at 2 am, backs up MySQL database ""sales"" to /backup/sales_$(date +\%F).sql.gz, and emails the log to dba@example.com on failure.","0 2 * * * mysqldump sales | gzip > /backup/sales_$(date +\%F).sql.gz || echo ""Backup failed on $(date)"" | mail -s 'MySQL Backup Failure' dba@example.com"
"Write a command that prints the current kernel version, the number of loaded kernel modules, and the total memory in GB, all on one line separated by commas.","echo ""$(uname -r),$(lsmod | wc -l),$(free -g | awk '/^Mem:/ {print $2}')GB"""
"Find all .log files that have not been modified in the last 30 days, compress them with bzip2, and move the compressed files to /archive/logs preserving the directory hierarchy.","find . -type f -name '*.log' -mtime +30 -print0 | while IFS= read -r -d '' f; do dest=""/archive/logs${f%.*}.log.bz2""; mkdir -p ""$(dirname ""$dest"")""; bzip2 -c ""$f"" > ""$dest"" && rm ""$f""; done"
"Using netstat and awk, display a list of all listening TCP ports along with the owning process name, sorted by port number.","netstat -tlnp | awk 'NR>2 {split($4, a, "":""); print a[2]""\t""$7}' | sort -n"
"Create a bash alias `gcmsg` that stages all changes, commits with a message passed as an argument, and pushes to the current branch, handling empty messages gracefully.","alias gcmsg='f(){ [ -z ""$1"" ] && echo ""Commit message required"" && return 1; git add . && git commit -m ""$1"" && git push; }; f'"
"Write a pipeline that reads a list of URLs from urls.txt, downloads each with curl (max 5 concurrent downloads), follows redirects, saves to a directory named after the domain, and logs any failures to download_errors.log.","cat urls.txt | xargs -n1 -P5 -I{} sh -c 'url=""{}""; domain=$(echo ""$url"" | awk -F/ '{print $3}'); mkdir -p ""downloads/$domain""; curl -L -o ""downloads/$domain/$(basename ""$url"")"" ""$url"" || echo ""Failed: $url"" >> download_errors.log'"
"Using perl one‑liner, replace all occurrences of dates in the format DD/MM/YYYY with ISO format YYYY‑MM‑DD in a file config.cfg, in‑place.",perl -i -pe 's/(\d{2})\/(\d{2})\/(\d{4})/$3-$2-$1/g' config.cfg
"Generate a report of the top 3 users by total CPU time consumed over the last hour, using the `ps` command and `awk`, showing user and total CPU seconds.","ps -eo user,etimes --no-headers | awk -v limit=$(date -d '1 hour ago' +%s) '{if ($2<=limit) cpu[$1]+=$2} END{for (u in cpu) printf ""%s %d\n"", u, cpu[u]}' | sort -k2,2nr | head -3"
"Find all Docker images older than 90 days (based on creation date) and remove them, printing the image IDs being deleted.","docker images --format '{{.Repository}} {{.ID}} {{.CreatedAt}}' | while read repo id created; do if [[ $(date -d ""$created"" +%s) -lt $(date -d '90 days ago' +%s) ]]; then echo ""Removing $id ($repo)""; docker rmi ""$id""; fi; done"
"Write a bash one‑liner that prints the number of lines, words, and characters of each .md file in the current directory, formatted as ""filename: L lines, W words, C chars"".","for f in *.md; do [ -e ""$f"" ] || continue; stats=$(wc ""$f""); echo ""$f: $(echo $stats | awk '{print $1"" lines, ""$2"" words, ""$3"" chars""}')""; done"
"Using find, locate all files with the setuid bit set, list them with their permissions, owner, and size in a nicely formatted table.","find / -type f -perm -4000 -exec ls -lh {} + | awk 'NR>1 {printf ""%s %s %s %s\n"", $1, $3, $5, $9}'"
"Search all .conf files under /etc for lines containing the word ""timeout"" (case‑insensitive), display filename, line number, and the matched line, then count total matches.","grep -iR ""timeout"" /etc/*.conf -n | tee /dev/tty | wc -l"
"Create a tar.gz archive of all modified .sh scripts in the last 7 days from the home directory, preserving permissions, and store it in /tmp with a timestamped name.","tar -czf ""/tmp/scripts_$(date +%Y%m%d_%H%M%S).tgz"" -C ~ $(find ~ -type f -name ""*.sh"" -mtime -7 -printf ""%P\n"")"
"Download a JSON API from https://api.example.com/data, extract the field ""users"" array, count how many users have ""active"":true, and write the count to /var/tmp/active_users.txt.",curl -s https://api.example.com/data | jq '.users | map(select(.active==true)) | length' > /var/tmp/active_users.txt
"Monitor /var/log/syslog in real time, filter for lines containing ""ERROR"" or ""CRITICAL"", prepend a timestamp, and write them to /var/log/critical_errors.log while also displaying on the console.","tail -F /var/log/syslog | grep -E ""ERROR|CRITICAL"" | while read line; do echo ""$(date +'%Y-%m-%d %H:%M:%S') $line"" | tee -a /var/log/critical_errors.log; done"
"Find all empty directories under /opt, delete them, and log the removed paths to /var/log/removed_empty_dirs.log.",find /opt -type d -empty -print -delete >> /var/log/removed_empty_dirs.log
"Recursively replace all occurrences of the string ""fooBar"" with ""bazQux"" in *.txt files under /data, but only in files that contain the word ""TODO""; show a summary of changed files.","grep -rl ""TODO"" /data --include=""*.txt"" | xargs -r sed -i 's/fooBar/bazQux/g' && echo ""Modified files:"" && grep -rl ""bazQux"" /data --include=""*.txt"""
"Generate a list of all users with UID >=1000, output their username and last login time (from lastlog), sorted by most recent login.","awk -F: '$3>=1000 {print $1}' /etc/passwd | xargs -n1 lastlog -u | tail -n +2 | sort -k4,5 -r | awk '{print $1"" ""$4"" ""$5}'"
"Create a function called backup_dir that takes a directory path, creates a compressed snapshot named <dir>_YYYYMMDD.tar.gz in /backup, and logs success or failure to /var/log/backup.log.","backup_dir(){ local src=""$1""; local base=$(basename ""$src""); local dst=""/backup/${base}_$(date +%Y%m%d).tar.gz""; if tar -czf ""$dst"" -C ""$(dirname ""$src"")"" ""$base""; then echo ""$(date +'%F %T') SUCCESS $src -> $dst"" >> /var/log/backup.log; else echo ""$(date +'%F %T') FAILURE $src"" >> /var/log/backup.log; fi }"
"List the top 10 processes consuming the most virtual memory, showing PID, user, and %MEM, and send the output via email to admin@example.com.","ps -eo pid,user,%mem --sort=-%mem | head -11 | mail -s ""Top memory consumers"" admin@example.com"
"Find all JPEG images larger than 5 MiB in /srv/photos, resize them to a maximum width of 1920px while preserving aspect ratio using ImageMagick, and place the resized copies in /srv/photos/resized preserving directory structure.","find /srv/photos -type f -iname ""*.jpg"" -size +5M | while read img; do dst=""/srv/photos/resized${img#/srv/photos}""; mkdir -p ""$(dirname ""$dst"")""; convert ""$img"" -resize 1920x ""$dst""; done"
"Parse the Apache access log /var/log/apache2/access.log, extract the top 5 IP addresses by request count, and output them in JSON format.","awk '{print $1}' /var/log/apache2/access.log | sort | uniq -c | sort -nr | head -5 | awk '{print ""{\""ip\"": \""""$2""\"", \""requests\"": ""$1""}""}' | jq -s '.'"
"Write a one‑liner that monitors disk usage of /home every minute, and if usage exceeds 80 % it appends a warning with timestamp to /var/log/disk_alert.log.","watch -n 60 ""df -h /home | awk 'NR==2{if(\$5+0>80) print \""$(date +'%F %T') WARNING: /home usage \$5\"" >> /var/log/disk_alert.log}'"""
"Using only bash built‑ins and find, create a list of all symlinks under /usr/local that point to non‑existent targets, and delete those broken links.",find /usr/local -type l ! -exec test -e {} \; -print -delete
"Extract all .log files from a remote server (user@host) via scp, compress them into a single archive locally, and verify the archive checksum matches the remote checksum stored in /tmp/logs.sha256.",ssh user@host 'sha256sum /var/log/*.log' > /tmp/remote.sha256 && scp user@host:/var/log/*.log /tmp/ && tar -czf logs_$(date +%Y%m%d).tgz -C /tmp *.log && sha256sum -c /tmp/remote.sha256
"Find all git repositories under /srv, and for each repository print the current branch and the number of uncommitted changes.","find /srv -type d -name .git -prune -print | while read gitdir; do repo=$(dirname ""$gitdir""); echo -n ""$repo: ""; (cd ""$repo"" && git rev-parse --abbrev-ref HEAD && git status --porcelain | wc -l | awk '{print $1"" uncommitted changes""}'); done"
"Create a bash function named json_pretty that reads a JSON string from stdin and pretty‑prints it with colors using jq, handling invalid JSON gracefully.","json_pretty(){ if ! jq . >/dev/null 2>&1 <<<""$(cat)""; then echo ""Invalid JSON"" >&2; return 1; fi; jq -C .; }"
"Generate a report of all users who have not changed their password in the last 90 days, using /etc/shadow, and email the report to security@example.com.","awk -F: '($2!=""!*"" && $2!=""*"") { split($5,arr,""-""); if (mktime(arr[1]"" ""arr[2]"" ""arr[3]"" 0 0 0) < systime()-90*24*3600) print $1 }' /etc/shadow | mail -s ""Stale passwords report"" security@example.com"
"Write a pipeline that reads a list of URLs from urls.txt, downloads each with curl (max 3 retries, 10s timeout), computes its SHA256, and writes ""<url> <sha256>"" to checksums.txt, skipping URLs that fail after retries.","while read -r url; do sha=$(curl -sSf --retry 3 --max-time 10 ""$url"" | sha256sum | awk '{print $1}') && echo ""$url $sha"" >> checksums.txt; done < urls.txt"
"Find all ELF binaries under /usr/local/bin that are not stripped, and strip them in place, logging each stripped file to /var/log/stripped.log.","find /usr/local/bin -type f -exec file {} \; | grep ""ELF"" | grep -v ""strip"" | cut -d: -f1 | while read bin; do strip ""$bin"" && echo ""$(date +'%F %T') stripped $bin"" >> /var/log/stripped.log; done"
"List all Docker containers that have been stopped for more than 24 hours, and remove them, logging container IDs to /var/log/docker_cleanup.log.","docker ps -a --filter ""status=exited"" --filter ""until=24h"" --format ""{{.ID}}"" | while read cid; do docker rm ""$cid"" && echo ""$(date +'%F %T') removed $cid"" >> /var/log/docker_cleanup.log; done"
"Write a bash script that reads a CSV file users.csv (fields: username,email,quota), creates each user with the specified quota (using setquota), and logs successes and failures to /var/log/user_create.log.","#!/usr/bin/env bash
while IFS=, read -r user email quota; do
  if id ""$user"" &>/dev/null; then echo ""$(date +'%F %T') $user already exists"" >> /var/log/user_create.log; continue; fi
  useradd -m -c ""$email"" ""$user"" && setquota -u ""$user"" 0 ""$quota"" 0 0 -a && echo ""$(date +'%F %T') created $user with $quota"" >> /var/log/user_create.log || echo ""$(date +'%F %T') failed $user"" >> /var/log/user_create.log
done < users.csv"
"Find the 3 most recent kernel panic logs in /var/log/kern.log*, extract the panic message lines, and write them to /tmp/recent_panic.txt.","zgrep -h ""panic"" /var/log/kern.log* | grep -B1 ""panic"" | head -n 30 > /tmp/recent_panic.txt"
"Create a bash alias named llg that lists files in long format, sorted by modification time, and color‑highlights git‑tracked files differently using git ls-files.","alias llg='ls -lht --color=auto | while read -r line; do file=$(echo ""$line"" | awk ""{print \$9}""); if git ls-files --error-unmatch ""$file"" &>/dev/null; then echo -e ""\e[32m$line\e[0m""; else echo ""$line""; fi; done'"
"Write a command that extracts all IPv4 addresses from /var/log/auth.log, counts occurrences per address, and outputs the top 5 suspicious IPs (those with >10 failures) in a table.","grep -E ""Failed password"" /var/log/auth.log | awk '{for(i=1;i<=NF;i++) if($i~/^[0-9]+\.[0-9]+\.[0-9]+\.[0-9]+$/) print $i}' | sort | uniq -c | awk '$1>10' | sort -nr | head -5 | column -t"
"Using only bash and coreutils, generate a progress bar that shows the copy progress of a 5 GiB file src.bin to /mnt/backup/src.bin, updating every second.","{ dd if=src.bin of=/mnt/backup/src.bin bs=4M status=none & pid=$!; while kill -0 $pid 2>/dev/null; do copied=$(stat --format=%s /mnt/backup/src.bin 2>/dev/null || echo 0); percent=$(( copied*100/5368709120 )); printf ""\rProgress: [%-50s] %3d%%"" $(printf ""#""{1..$((percent/2))}) $percent; sleep 1; done; wait $pid; echo; }"
"Find all Python virtual environments (directories containing pyvenv.cfg) under /home, and for each print the Python version and the path to the interpreter.","find /home -type f -name pyvenv.cfg -printf ""%h\n"" | while read venv; do py=$(cat ""$venv/pyvenv.cfg"" | grep ^version | cut -d= -f2); echo ""Env: $venv | Python $py | Interpreter: $venv/bin/python""; done"
"Create a cron job that runs at 02:30 every Sunday, rotates the logs in /var/log/myapp/*.log (keep 7 days), compresses the rotated logs, and sends a summary email to ops@example.com.","30 2 * * 0 root logrotate -f /etc/logrotate.d/myapp && tar -czf /var/backups/myapp_$(date +%Y%m%d).tgz /var/log/myapp/*.log.1 && echo ""MyApp logs rotated"" | mail -s ""Log rotation"" ops@example.com"
